Symbol,Company Name,Exchange,Country
REX.AX,Regional Express Holdings Limited,ASX,Australia
XELB,"Xcel Brands, Inc.",NGM,Sweden
1178.HK,Vitop Bioenergy Holdings Ltd.,HKG,Hong Kong
NYMMP,New York Mortgage Trust Inc.,PNK,USA
4NF.SG,SOLARWINDS,STU,Germany
3035.HK,X DBMSCIEMASIA,HKG,Hong Kong
YFX1.BE,FXCM-A,BER,Germany
EWG.F,WINGSTOP,FRA,Germany
ESND,Essendant Inc.,NMS,USA
MTCN,ArcelorMittal 6.00% Mandatorily,NYQ,USA
AWSL,"Atlantic Wind & Solar, Inc.",PNK,USA
GLADO,Gladstone Capital Corporation,NMS,USA
MD6B.SG,MD MED SP GDR-REGS,STU,Germany
RXMD,"Progressive Care, Inc.",PNK,USA
ARZZ3F.SA,AREZZO CO   ON      NM,SAO,Brazil
SHGDF,Shore Gold Inc.,PNK,USA
DSECF,Daiwa Securities Group Inc.,PNK,USA
722022.TWO,YUANTA SECURITIES C/W 13/06/16(,TWO,Taiwan
ZSILF,ZKB Silver ETF,PNK,USA
WTM.L,Waterman Group plc,LSE,UK
BELA.AT,Jumbo SA,ATH,Greece
EUK3.MU,EUROKAI VZ,MUN,Germany
MSPA3F.SA,MELHOR SP   ON,SAO,Brazil
HIG,"The Hartford Financial Services Group, Inc.",NYQ,USA
NTA.BE,NETAPP,BER,Germany
VX1.SG,VERTEX PHARMACEUTIC,STU,Germany
ZTX.F,ZHUZHOU CSR TIM -H-,FRA,Germany
SARKF,SARAWAK OIL PALMS,PNK,USA
VAKRANGEE.NS,Vakrangee Limited,NSI,India
FSP,Franklin Street Properties Corp.,ASE,USA
WILC,G. Willi Food-International Ltd.,NCM,Australia
ABF.L,Associated British Foods plc,LSE,UK
PSPW,"3Power Energy Group, Inc.",PNK,USA
8116.HK,China Fortune Investments (Holding) Limited,HKG,Hong Kong
UNLVF,Unilever NV,PNK,USA
BSBR,Banco Santander (Brasil) S.A.,NYQ,USA
ARGS,"Argos Therapeutics, Inc.",NGM,Sweden
GRVO.PA,Graines Voltz,PAR,France
CRV,Coast Distribution System Inc.,ASE,USA
721880.TWO,YUANTA SECURITIES C/W 31/05/16(,TWO,Taiwan
EXOSF,Exor S.p.A.,PNK,USA
TRX.L,Tissue Regenix Group Plc,LSE,UK
SPRHY,Springland International Holdings Limited,PNK,USA
SRCTQ,The Standard Register Company,PNK,USA
VRWOD51.BO,VEERA TREATW,BSE,India
3061-OL.HK,X DBCSI300BANK,HKG,Hong Kong
LEAF.L,Leaf Clean Energy Company,LSE,UK
EDF,Stone Harbor Emerging Markets Income Fund,NYQ,USA
GPIAU,GP Investments Acquisition Corp.,NCM,Australia
TTTM,"T3 Motion, Inc.",PNK,USA
718435.TWO,YUANTA SECURITIES C/W 16/10/15(,TWO,Taiwan
NPRUF,Northview Apartment Real Estate Investment Trust,PNK,USA
DLX.DE,Delignit AG,GER,Germany
718305.TWO,YUANTA SECURITIES C/W 12/10/15(,TWO,Taiwan
EOC,Empresa Nacional de Electricidad S.A.,NYQ,USA
BGA.AX,Bega Cheese Limited,ASX,Australia
TAER.ME,TRANSAERO AIR,MCX,India
CRM,"salesforce.com, inc.",NYQ,USA
PRO.V,Pershimco Resources Inc.,VAN,Canada
ALEDY,Allied Group Limited,PNK,USA
KUBTY,Kubota Corporation,PNK,USA
VDQSF,Vodis Pharmaceuticals Inc.,PNK,USA
NIF-UN.TO,NORANDA INCOME FUND,TOR,Canada
CSX,CSX Corp.,NMS,USA
KHC,The Kraft Heinz Company,NMS,USA
OS3.MU,OPERA SOFTWARE,MUN,Germany
DBZFF,DEUTSCHE BK AG LONDO,PNK,USA
IPDQF,ImpediMed Limited,PNK,USA
VLPNF,Voestalpine AG,PNK,USA
WEBELSOLA.NS,Websol Energy System Limited,NSI,India
WIS.BE,WENDEL ,BER,Germany
CADTW,DT Asia Investments Limited,NCM,Australia
6271.TW,"Tong Hsing Electronic Industries, Ltd.",TAI,Taiwan
KGX.HA,KION GROUP,HAN,Germany
SOG.V,Strategic Oil & Gas Ltd.,VAN,Canada
QNC1.SG,BONTERRA ENERGY,STU,Germany
CUM.TO,Copper Mountain Mining Corporation,TOR,Canada
YRKB,York Traditions Bank,PNK,USA
BB.TO,BlackBerry Limited,TOR,Canada
GNGBY,Getinge AB,PNK,USA
ERH,Wells Fargo Advantage Utilities and High Income Fund,ASE,USA
VOR1.MU,BC MOLY,MUN,Germany
ZFPPF,Zambeef Products Plc,PNK,USA
WOLTF,Wolters Kluwer NV,PNK,USA
MCBF,Monarch Community Bancorp Inc.,PNK,USA
AS1.DE,AS Abwicklung und Solar-Service AG,GER,Germany
PHBA.F,SONOV HLDG UNSP ADR,FRA,Germany
TPH,"TRI Pointe Group, Inc.",NYQ,USA
GEOB.MX,Corporacion Geo SAB de CV,MEX,Mexico
ISDR,Issuer Direct Corporation,ASE,USA
NXGEF,NexGen Energy Ltd.,PNK,USA
TLYS,"Tilly's, Inc.",NYQ,USA
DLR.F,DALRADIAN RES,FRA,Germany
BNZL.L,Bunzl plc,LSE,UK
SABR,Sabre Corporation,NMS,USA
DQUEO,DUQUENSE PFD  4.20%,PNK,USA
GORO,Gold Resource Corp,ASE,USA
FSM,Fortuna Silver Mines Inc.,NYQ,USA
OEWA.HM,VERBUND,HAM,Germany
ANMP,"Anacomp, Inc.",PNK,USA
TFM,"The Fresh Market, Inc.",NMS,USA
GOLD.AX,ETFS Physical Gold ETC,ASX,Australia
FRAGUAB.MX,"Corporativo Fragua, S.A.B. De C.V.",MEX,Mexico
OZL.AX,OZ Minerals Limited,ASX,Australia
IVFH,"Innovative Food Holdings, Inc.",PNK,USA
SNC3.BE,SANACORP PHAHOLD VZ,BER,Germany
TRGM,"Targeted Medical Pharma, Inc.",PNK,USA
MTS1.SG,MITSUI & CO,STU,Germany
WLKR,Walker Innovation Inc.,PNK,USA
RNY.DE,"Yamana Gold, Inc.",GER,Germany
F3C.DE,SFC Energy AG,GER,Germany
EDGA.DE,Gold Fields Ltd.,GER,Germany
ZAV.F,ZADAR VENTURES,FRA,Germany
APAM,Artisan Partners Asset Management Inc.,NYQ,USA
GRYIF,Gerry Weber International AG,PNK,USA
DJI.V,Dajin Resources Corp.,VAN,Canada
CGE.V,Corex Gold Corp.,VAN,Canada
0755-OL.HK,SHANGHAI ZENDAI,HKG,Hong Kong
SU,Suncor Energy Inc.,NYQ,USA
ONVC,Online Vacation Center Holdings Corp.,PNK,USA
TMW.F,MONSTER WORLDWIDE,FRA,Germany
SNCL.L,William Sinclair  Holdings plc,LSE,UK
RBD.NZ,Restaurant Brands New Zealand Ltd.,NZE,New Zealand
KSKTF,Kiska Metals Corporation,PNK,USA
SIX,Six Flags Entertainment Corporation,NYQ,USA
PSVM11.SA,PORTO VM    TPR,SAO,Brazil
SWD.MU,SHOWA DENKO,MUN,Germany
FSL.BE,FOSSIL GROUP,BER,Germany
RNK.L,The Rank Group Plc,LSE,UK
ZVB.F,ZIGNAGO VETRO,FRA,Germany
RHS.AX,Reproductive Health Science Limited,ASX,Australia
RCO.PA,"Rémy Cointreau SA
",PAR,France
IMS,"IMS Health Holdings, Inc.",NYQ,USA
HEMA,HemaCare Corp.,PNK,USA
PVG.L,PREMIER VET GRP,LSE,UK
MFSF,Mutualfirst Financial Inc.,NGM,Sweden
WPG,WP GLIMCHER Inc.,NYQ,USA
NYUKF,Nippon Yusen Kabushiki Kaisha,PNK,USA
Y92.SI,Thai Beverage Public Company Limited,SES,Singapore
ONGC.NS,Oil and Natural Gas Corp. Ltd.,NSI,India
WPRT,Westport Innovations Inc.,NMS,USA
DTCY3F.SA,DTCOM-DIRECTON,SAO,Brazil
LMNR,Limoneira Company,NMS,USA
BTHE,"Boston Therapeutics, Inc.",OBB,USA
M3Y1.SG,Melco Crown Entertainment Limited,STU,Germany
ZDC.F,ZODIAC AEROSPACE,FRA,Germany
OXLCN,Oxford Lane Capital Corp.,NMS,USA
SAP.DE,SAP SE,GER,Germany
DUETF,DUET Group,PNK,USA
OCEL,Ocean Electric Inc,OBB,USA
RXII,RXi Pharmaceuticals Corporation,NCM,Australia
PNK,Pinnacle Entertainment Inc.,NMS,USA
NILE,Blue Nile Inc.,NMS,USA
RC3P.BE,FASTJET,BER,Germany
FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",NYQ,USA
DIRR3.SA,Direcional Engenharia S.A.,SAO,Brazil
QSN.MU,SNIPER RESOURCES,MUN,Germany
INT,World Fuel Services Corp.,NYQ,USA
ENZB,EnzymeBioSystems,OBB,USA
WT5.F,CAL WATER SERV GRP,FRA,Germany
DYN,Dynegy Inc.,NYQ,USA
ADP.BE,AUTOMATIC DATA PROC,BER,Germany
XBX.SG,CAMBREX CORP,STU,Germany
WMRB11B.SA,FII WM RBCAPCI      MB,SAO,Brazil
UKUZ.ME,Southern Kuzbass Coal Company OAO,MCX,India
NNGE.BE,NATIONAL GRID,BER,Germany
YYN-TEST,,NYQ,USA
BMSA.DE,Braas Monier Building Group S.A.,GER,Germany
STBA,S&T, Bancorp Inc.,NMS
EMAV,"EMAV Holdings, Inc.",PNK,USA
QLRO.ST,Qliro Group AB (publ.),STO,Sweden
JCDAF,Jacada Ltd.,PNK,USA
OSTK,Overstock.com Inc.,NGM,Sweden
BSQR,BSQUARE Corp.,NGM,Sweden
URAGF,Uragold Bay Resources Inc.,PNK,USA
JK8.SI,UETF SSE50China,SES,Singapore
JBOGT.PA,JACQUES BOGART,PAR,France
XPG.F,SCHIBSTED -A-,FRA,Germany
SRC,"Spirit Realty Capital, Inc.",NYQ,USA
JAZN.MX,JAZZTEL,MEX,Mexico
5584@OM.KL,YEE LEE CORPORATION BHD,KLS,Malaysia
FRA,"BlackRock Floating Rate Income Strategies Fund, Inc.",NYQ,USA
CBWBF,Canadian Western Bank,PNK,USA
B8O.SG,YANGZIJIANG SHIPBLD,STU,Germany
YATAS.IS,Yatas Yatak Ve Yorgan Sanayi Ticaret Anonim Sirketi,IST,Turkey
PUODY,Promotora y Operadora de Infraestructura SAB de CV,PNK,USA
WAKE,Wake Forest Bancshares Inc.,PNK,USA
CHSP,Chesapeake Lodging Trust,NYQ,USA
UBP-PG,Urstadt Biddle Properties Inc. ,NYQ,USA
ZUM.V,ZoomerMedia Ltd.,VAN,Canada
J03.SI,Jadason Enterprises Ltd,SES,Singapore
SAVE,"Spirit Airlines, Inc.",NMS,USA
TZL.AX,TZ Limited,ASX,Australia
AD5.F,ADVISORY BOARD,FRA,Germany
PSD.TO,Pulse Seismic Inc.,TOR,Canada
RVT,Royce Value Trust Inc.,NYQ,USA
UNY.F,UNY GROUP HOLDINGS ,FRA,Germany
YPFL3F.SA,Y P F       CDA,SAO,Brazil
CRI,"Carter's, Inc.",NYQ,USA
GFI,Gold Fields Ltd.,NYQ,USA
IN9.BE,INTEST,BER,Germany
7066@OM.KL,YONG TAI BHD,KLS,Malaysia
RHEAG.IS,Rhea Venture Capital Investment Trust Inc.,IST,Turkey
WXA.F,CAPSTEAD MORT REIT,FRA,Germany
VG,Vonage Holdings Corporation,NYQ,USA
DIT,AMCON Distributing Co.,ASE,USA
RRZ.BE,RAMELIUS RESOURCES,BER,Germany
CZASF,CHINA ZHENGTONG AUTO,PNK,USA
TEP,"Tallgrass Energy Partners, LP",NYQ,USA
LOCK,"LifeLock, Inc.",NYQ,USA
DRXGF,Drax Group plc.,PNK,USA
FCAM,Fiat Chrysler Automobiles N.V. ,NYQ,USA
HDAI,"High Desert Assets, Inc.",PNK,USA
PANW,"Palo Alto Networks, Inc.",NYQ,USA
FARO,FARO Technologies Inc.,NMS,USA
QRNKRQ-A,,ASX,Australia
SRNN,Southern Banc Co. Inc.,PNK,USA
ADT.MU,ADT CORPORATION,MUN,Germany
BMLIF,BML INC,PNK,USA
AY3.F,ABENGOA YIELD,FRA,Germany
WAC,Walter Investment Management Corp.,NYQ,USA
0646.HK,China Environmental Technology  Holdings Limited,HKG,Hong Kong
NCQ.TO,NovaCopper Inc.,TOR,Canada
CAG,"ConAgra Foods, Inc.",NYQ,USA
G.TO,Goldcorp Inc.,TOR,Canada
15W.BE,WESTLAKE CHEMICAL,BER,Germany
SFEF,Santa Fe Financial Corp.,PNK,USA
RL2.F,SUMITOMO REALTY DEV,FRA,Germany
TAS,Tasman Metals Ltd.,ASE,USA
OTR.AX,Onterran Limited,ASX,Australia
T97.DU,TOKYO DOME,DUS,Germany
HOKCY,The Hong Kong and China Gas Company Limited,PNK,USA
QLT.TO,QLT Inc.,TOR,Canada
QNIFTY.BO,QUANTUM MUTUAL FUND - QUANTUM,BSE,India
4XI.F,XINCHEN CN POWER,FRA,Germany
ITYBF,Imperial Tobacco Group PLC,PNK,USA
718420.TWO,JIH SUN SECURITIES C/W 15/10/15,TWO,Taiwan
ANN.SG,VONOVIA N,STU,Germany
WPC,W. P. Carey Inc.,NYQ,USA
SNLC,Security National Corporation,PNK,USA
LUC.TO,Lucara Diamond  Corp.,TOR,Canada
0NH.F,NOMAD FOODS,FRA,Germany
VMO,Invesco Municipal Opportunity Trust,NYQ,USA
WAFDW,"Washington Federal, Inc.",NMS,USA
REF.AX,Reverse Corp Limited,ASX,Australia
INTL,INTL FCStone Inc.,NMS,USA
XANO-B.ST,XANO Industri AB,STO,Sweden
CCRN,"Cross Country Healthcare, Inc.",NMS,USA
SN.L,Smith & Nephew plc,LSE,UK
BDT.TO,Bird Construction Inc.,TOR,Canada
AROFF,Africa Opportunity Fund Limited,PNK,USA
IWJ.DU,IHI,DUS,Germany
NUTR,Nutraceutical International Corporation,NMS,USA
ITSA9F.SA,ITAUSA      ON  REC N1,SAO,Brazil
BGSF,"BG Staffing, Inc.",ASE,USA
NRP,Natural Resource Partners LP,NYQ,USA
MAV4.L,Maven Income & Growth VCT 4 Ord,LSE,UK
2960.HK,BROADGREEN-OLD,HKG,Hong Kong
STTX,"Stratex Oil & Gas Holdings, Inc.",PNK,USA
UNIB-SDB.ST,Unibet Group plc,STO,Sweden
AKBTY,Akbank T.A.S.,PNK,USA
AMX,America Movil S.A.B. de C.V.,NYQ,USA
001040.KS,CJ Corporation,KSC,Korea
GIS.F,GILEAD SCIENCES,FRA,Germany
UMH,UMH Properties Inc.,NYQ,USA
GLEN.L,Glencore Plc,LSE,UK
ZFI1.BE,ZURICH INSUR SP ADR,BER,Germany
R3V.F,REGENT VENTURES,FRA,Germany
WHAPF.BK,WHA PREMIUM FACTORY AND,SET,Thailand
ROUGF,"Rouge Resources, Ltd.",PNK,USA
THC,Tenet Healthcare Corp.,NYQ,USA
CRK,Comstock Resources Inc.,NYQ,USA
1623.HK,Hilong Holding Limited,HKG,Hong Kong
BPY,Brookfield Property Partners L.P.,NYQ,USA
BCV.SI,Qian Hu Corporation Limited,SES,Singapore
MTX,Minerals Technologies Inc.,NYQ,USA
QFP.HM,MONTEZUMA MINING,HAM,Germany
PRSI,Portsmouth Square Inc.,PNK,USA
QSU.MU,SCSK,MUN,Germany
RICK,"RCI Hospitality Holdings, Inc.",NGM,Sweden
XS4.BE,ON SEMICONDUCTOR ,BER,Germany
ZOF.F,SBI HOLDINGS,FRA,Germany
CBPX,"Continental Building Products, Inc.",NYQ,USA
123750.KQ,"Alton Sports Co., Ltd.",KOE,South Korea
HDD.DE,Heidelberger Druckmaschinen Aktiengesellschaft,GER,Germany
QIW.SG,QIWI SP ADS,STU,Germany
EPE.F,EPIZYME,FRA,Germany
8931.KL,Jerasia Capital Bhd,KLS,Malaysia
CNL,Cleco Corporation,NYQ,USA
0743.HK,Asia Cement (China) Holdings Corp.,HKG,Hong Kong
MHNC,"Maiden Holdings North America, ",NYQ,USA
ATO.PA,Atos SE,PAR,France
LPCN,Lipocine Inc.,NCM,Australia
AMAT,"Applied Materials, Inc.",NMS,USA
AEXE,Aim Exploration Inc.,PNK,USA
TRMB,Trimble Navigation Limited,NMS,USA
FUJIY,FUJIFILM Holdings Corporation,PNK,USA
QNTQY,QinetiQ Group Plc,PNK,USA
XTRA-BTA-1.ST,XTRANET GR ST I15/1,STO,Sweden
LOB,"Live Oak Bancshares, Inc.",NMS,USA
HETA.BE,KHD HUM WED IND N,BER,Germany
SYH.V,Skyharbour Resources Ltd.,VAN,Canada
WIPSM,WISCONSIN PUB  5.04,PNK,USA
PNE3.DE,PNE Wind AG,GER,Germany
0484.HK,FORGAME,HKG,Hong Kong
WSCC,Waterside Capital Corporation,PNK,USA
TSGL,"The Staffing Group, Ltd.",OBB,USA
5681.KL,Petronas Dagangan Bhd,KLS,Malaysia
URAYY,Public Joint Stock Company Uralkali,PNK,USA
CF2.DU,CHEESECAKE FACTORY,DUS,Germany
JANL,Janel Corporation,PNK,USA
PCQ,PIMCO California Municipal Income Fund,NYQ,USA
HNL.TO,Horizon North Logistics Inc.,TOR,Canada
ADZZF,ADVANCE RES INV CORP,PNK,USA
TOSBF,Toshiba Corporation,PNK,USA
EDGD.L,Edge Performance VCT 'D' Ord,LSE,UK
3883.HK,China Aoyuan Property Group Limited,HKG,Hong Kong
ZSPEEDCO.BO,SPEEDAGE COMMERCIALS LTD.,BSE,India
SBH,Sally Beauty Holdings Inc.,NYQ,USA
B3SB.BE,BCP FIN PERP NCP A,BER,Germany
QUOT,Quotient Technology Inc.,NYQ,USA
NSFDF,"NXT Energy Solutions, Inc.",PNK,USA
PLAZ.L,Plaza Centers NV,LSE,UK
STT-PD,State Street Corporation Deposi,NYQ,USA
EV.V,Erin Ventures Inc.,VAN,Canada
GZT,"Gazit-Globe, Ltd.",NYQ,USA
RY1B.BE,SUN INTERNATIONAL,BER,Germany
XCY.MU,OPKO HEALTH,MUN,Germany
WMQ1.F,NORTEC MINERALS,FRA,Germany
CNIT,"China Information Technology, Inc.",NMS,USA
AJRD,"Aerojet Rocketdyne Holdings, Inc.",NYQ,USA
SIVB,SVB Financial Group,NMS,USA
R2:CTAX11S.SA,CONTAX PARTICIPACO,SAO,Brazil
WN-PD.TO,"GEORGE WESTON LTD., 5.2% PRF SE",TOR,Canada
MRU.TO,METRO INC,TOR,Canada
DLN.L,Derwent London plc,LSE,UK
OKIEF,"Oki Electric Industry Co., Ltd.",PNK,USA
ONY.MU,ONCOLYTICS BIOTECH,MUN,Germany
SGTPY,Open Joint Stock Company Surgutneftegas,PNK,USA
NQ,NQ Mobile Inc.,NYQ,USA
1908.HK,South West Eco Development Limited,HKG,Hong Kong
LNAGF,Linde Aktiengesellschaft,PNK,USA
QSS.SG,Sheng Siong Group Ltd.,STU,Germany
RVDO,Riverdale Oil & Gas Corp.,PNK,USA
ZENI.ST,Zenicor Medical Systems AB (publ),STO,Sweden
BNY,BlackRock New York Municipal Income Trust,NYQ,USA
1CY.BE,CN YONGDA AUTOMOBIL,BER,Germany
NB2.F,NATL PENN BANCSHS,FRA,Germany
SNSY3F.SA,SANSUY      ON,SAO,Brazil
NNUP,"Nocopi Technologies, Inc.",PNK,USA
003490.KS,Korean Air Lines Co. Ltd.,KSC,Korea
YPFL3.SA,Y P F       CDA,SAO,Brazil
WI4.BE,WEICHAI POWER -H-,BER,Germany
NZYM-B.CO,Novozymes A/S,CPH,Denmark
ZNGKRT-A,,ASX,Australia
BKIT,"Blake Insomnia Therapeutics, Inc.",PNK,USA
JSGRY,LIXIL Group Corporation,PNK,USA
BEST.MI,Best Union Company SpA,MIL,Italy
J0N.SI,db x-trackers - MSCI EM Asia Index UCITS ETF,SES,Singapore
LDHL,"LD Holdings, Inc.",PNK,USA
QIA.HA,QIAGEN NV,HAN,Germany
PSSGF,P S G GROUP LTD,PNK,USA
XER.MU,XEROX CORP,MUN,Germany
RDSA.AS,ROYAL DUTCH SHELL-A,AMS,Netherlands
SREEJAYA.BO,Sree Jayalakshmi Autospin Ltd,BSE,India
LYNS,"Lightyear Network Solutions, Inc.",PNK,USA
JBN,Select Asset Inc. Select Asset ,NYQ,USA
0XE.F,XERO,FRA,Germany
CU-X.TO,CDN UTIL CL B,TOR,Canada
BEEP.L,BlackRock Emerging Europe plc,LSE,UK
ATD-B.TO,Alimentation Couche-Tard Inc.,TOR,Canada
ULVF.EX,UNILEVER,EUX,Germany
XWM.F,NATIONAL CINEMEDIA,FRA,Germany
CRY,CryoLife Inc.,NYQ,USA
0897-OL.HK,WAI YUEN TONG,HKG,Hong Kong
MPPA.JK,MATAHARI PUTRA IDR50,JKT,Indonesia
DOLLF,Dolly Varden Silver Corporation,PNK,USA
VKSPL-EQ.NS,VKS PROJECTS LTD INR1,NSI,India
KMBNY,Komercni Banka AS,PNK,USA
PNC-B.TO,POSTMEDIA NETWORK CANADA CORP C,TOR,Canada
LSYC,Life Systems Corp.,PNK,USA
TSQ.BE,TRANSCOSMOS,BER,Germany
FE,FirstEnergy Corp.,NYQ,USA
OAKS,Five Oaks Investment Corp.,NYQ,USA
ARM.L,ARM Holdings plc,LSE,UK
38O.SG,OPOWER,STU,Germany
SVBRF,Silver Bear Resources Inc.,PNK,USA
SS.V,Summus Solutions N.V.,VAN,Canada
SMNUF,PT Sarana Menara Nusantara Tbk,PNK,USA
KERVN.IS,Kervansaray Yatirim Holding A.S.,IST,Turkey
5126.KL,Sarawak Oil Palms Bhd,KLS,Malaysia
0JUA.F,JUMEI INT SP ADS-A,FRA,Germany
CNMD,CONMED Corporation,NMS,USA
EXCL.JK,PT XL AXIATA IDR100,JKT,Indonesia
XNWU,Xuan Wu International Group Holding Company,PNK,USA
KTP,Corts 7.625 Pfd Common Stock,NYQ,USA
Q9S.BE,CHAMPION REIT,BER,Germany
RF.PA,Eurazeo,PAR,France
MED,Medifast Inc.,NYQ,USA
SRSIF,Strateco Resources Inc.,PNK,USA
INDX11.SA,INDUSTRIAL  IND,SAO,Brazil
ADEP,Adept Technology Inc.,NCM,Australia
R2:SNSY3S.SA,SANSUY SA IND PLAS,SAO,Brazil
MRCC,Monroe Capital Corporation,NMS,USA
NZEOF,New Zealand Oil & Gas Limited,PNK,USA
BUI,BlackRock Utility and Infrastructure Trust,NYQ,USA
QIT1.F,CIT GROUP,FRA,Germany
2WP.F,WORLD POINT TERM,FRA,Germany
RANJY,Randstad Holding NV,PNK,USA
6HR.BE,HUGOTON ROYALTY-UBI,BER,Germany
AFAM,Almost Family Inc.,NMS,USA
HLTH,Nobilis Health Corp.,ASE,USA
DINO,Dino Energy Corporation,PNK,USA
XXII.A,,ASE,USA
ALFVY,Alfa Laval AB (publ),PNK,USA
EFSC,Enterprise Financial Services Corp.,NMS,USA
ATRM,"ATRM Holdings, Inc.",NCM,Australia
DTEYF,Canamax Energy Ltd.,PNK,USA
PACW,PacWest Bancorp,NMS,USA
NZR.NZ,The New Zealand Refining Company Limited,NZE,New Zealand
RBREW.CO,Royal Unibrew A/S,CPH,Denmark
SSMXY,Sysmex Corporation,PNK,USA
S08.SI,Singapore Post Limited,SES,Singapore
AGPDF,Amer Sports Corp.,PNK,USA
UVSP,Univest Corporation of Pennsylvania,NMS,USA
SWKS,Skyworks Solutions Inc.,NMS,USA
XRP1.F,SILENCE THERA,FRA,Germany
JSDA,Jones Soda Co.,PNK,USA
MRT-UN.TO,Morguard REIT,TOR,Canada
XJC.MU,CENTURION MINERALS,MUN,Germany
ACLZ,Accelerize Inc.,OBB,USA
PEO.MU,EXELON,MUN,Germany
INW.DE,GROUP Business Software AG,GER,Germany
VXLINSTR.BO,VXL INSTRUMENTS LTD.,BSE,India
ZYT.MU,NEVADA COPPER,MUN,Germany
XQB.F,ALTRA INDUST MOTORS,FRA,Germany
3EB.BE,SOLAR POWER,BER,Germany
MMM,3M Company,NYQ,USA
NTAP,"NetApp, Inc.",NMS,USA
NOL.NS,National Oxygen Ltd.,NSI,India
PYT,PPlus Tr GSC-2 Tr Ctf Fltg Rate,NYQ,USA
CLDN.L,Caledonia Investments plc,LSE,UK
BKY.L,Berkeley Energia Limited,LSE,UK
TW.L,Taylor Wimpey plc,LSE,UK
VRTV,Veritiv Corporation,NYQ,USA
QU4B.F,C C LAND HLDGS,FRA,Germany
AGGX,ANGIOGENEX INC,PNK,USA
NEUKF,Neurokine Pharmaceuticals Inc.,PNK,USA
PBSK,"Poage Bankshares, Inc.",NCM,Australia
KNX,Knight Transportation Inc.,NYQ,USA
YIZH.BE,SINOPEC OILFIELD-H-,BER,Germany
RGX.TO,Argex Titanium Inc.,TOR,Canada
KO71.BE,JS SIS SP GDR REG-S,BER,Germany
VGREF,VIASPACE Green Energy Inc.,OBB,USA
AFLU5.SA,AFLUENTE    PNA,SAO,Brazil
AEIS,"Advanced Energy Industries, Inc.",NMS,USA
JARLF,Jardine Matheson Holdings Limited,PNK,USA
NVPB.F,KRUNG THAI BK NVDR,FRA,Germany
WB,Weibo Corporation,NMS,USA
ZNHH.F,CHINA SOUTHN AIR-H-,FRA,Germany
ESSI,"Eco Science Solutions, Inc.",PNK,USA
WEH18.BR,WERELDHAVE BE RTS15,BRU,Belgium
KEY,KeyCorp.,NYQ,USA
WWG.F,GELSENWASSER,FRA,Germany
CM4.F,CONE MIDSTREAM PART,FRA,Germany
AINC,"Ashford, Inc.",ASE,USA
VICTENT.BO,VICTORIA ENTERPRISES LTD.,BSE,India
ZCT1.BE,ZIMTU CAPITAL,BER,Germany
WLV2.DE,Württembergische Lebensversicherung Aktiengesellschaft,GER,Germany
0612.HK,China Investment Fund Company Limited,HKG,Hong Kong
VTNMF,VIETNAM M & E PROCES,PNK,USA
AEGG,"The American Energy Group, Ltd.",PNK,USA
OCC,Optical Cable Corp.,NGM,Sweden
CMCM,Cheetah Mobile Inc.,NYQ,USA
IDGYO.IS,Idealist Gayrimenkul Yatirim Ortakligi A.S.,IST,Turkey
YEL1.BE,YRC WORLDWIDE,BER,Germany
CPK.F,CAPCOM,FRA,Germany
GWCS.QA,Gulf Warehousing Company Q.S.C.,DOH,Qatar
WANBURY.NS,Wanbury Ltd.,NSI,India
J17.SI,Jackspeed Corporation Limited,SES,Singapore
ZUO.BE,SHIZUOKA BANK,BER,Germany
008775.KS,"Hotel Shilla Co.,Ltd.",KSC,Korea
SUNS,Solar Senior Capital Ltd.,NMS,USA
KOIN.JK,KOKOH INTI AREBAMA IDR100,JKT,Indonesia
YTMF06.AX,,ASX,Australia
JZCLF,JZ Capital Partners Limited,PNK,USA
ANA.L,ANA Holdings Inc.,LSE,UK
XXH.SG,SSH COMMUN SEC,STU,Germany
064260.KQ,Danal Co. Ltd.,KOE,South Korea
718510.TWO,YUANTA SECURITIES C/W 21/10/15(,TWO,Taiwan
CPT.TO,Coalspur Mines Limited,TOR,Canada
PTXKY,PT XL Axiata Tbk,PNK,USA
WK,Workiva Inc.,NYQ,USA
8MZ.F,MAS ZAN,FRA,Germany
OTC.L,Ortac Resources Ltd.,LSE,UK
SCL.TO,ShawCor Ltd.,TOR,Canada
ODC,Oil-Dri Corp. of America,NYQ,USA
TCELL.IS,Turkcell Iletisim Hizmetleri AS,IST,Turkey
LINE,"Linn Energy, LLC",NMS,USA
055550.KS,Shinhan Financial Group Company Limited,KSC,Korea
GF8.SG,OPAP,STU,Germany
5201.KL,OldTown Berhad,KLS,Malaysia
SJVN.NS,SJVN Limited,NSI,India
MV4.SI,Mewah International Inc.,SES,Singapore
CREI.L,Custodian REIT Plc,LSE,UK
TFIF.L,TWENTFOUR INC GBP,LSE,UK
NK,"NantKwest, Inc.",NMS,USA
PGC.V,Plato Gold Corp.,VAN,Canada
MGR,Affiliated Managers Group Inc.,NYQ,USA
YNGN.L,"Young & Co.'s Brewery, P.L.C.",LSE,UK
ORTC.TA,ORT Technologies Ltd.,TLV,Israel
UPIP,"Unwired Planet, Inc.",NMS,USA
UNI.MI,Unipol Gruppo Finanziario S.p.A.,MIL,Italy
DJI.L,DJI Holdings plc,LSE,UK
JMM,"Nuveen Multi-Market Income Fund, Inc.",NYQ,USA
